Nomor,Nama,Label,Alamat,Telephone
142,b'Sekretariat RTIK Majalengka',Organisasi Sukarelawan,"Jl. papihkumis No.36, RT.04/RW.04, Majalengka Wetan, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat 45411",None
143,b'Herman Suherman Bupati Cianjur',Organisasi Sukarelawan,"Jl Al Mukhtar No 6 Blk Residence, Desa, RT.002/RW.015, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",None
144,b'JANGKAR ECO VILLAGE Karawang',Organisasi Sukarelawan,"Y, perumnas bumi telukjambe blok, Sukaharja, Kec. Telukjambe Tim., Kabupaten Karawang, Jawa Barat 41361",0813-1960-2925
145,b'Curug Abuya',Organisasi Sukarelawan,"3VMC+HW5, Unnamed Road, Padaasih, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152",None
146,b'PRESIDIUM KABUPATEN BEKASI UTARA',Organisasi Sukarelawan,"VX5R+CGW, Jl. Taruma Jaya Jl. Kp. Pamahan Setya Mulya, Setia Asih, Kec. Tarumajaya, Kabupaten Bekasi, Jawa Barat",0813-8047-2425
147,b'Grab Order Station',Organisasi Sukarelawan,"Jl. Kp. Kandang No.44, Pakansari, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16915",None
148,b'Markas Garda Hijau Puk Spkep Spsi Pt Nok Indonesia',Organisasi Sukarelawan,"Jl. Sulawesi II No.4, Gandamekar, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17530",0813-8831-0653
149,b'Institut Kemandirian',Organisasi Sukarelawan,"Gedung Jannah, Jl. Zaitun II Komp. Perum Villa Ilhami, Klp. Dua, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15811",(021) 5463118
150,b'Masyarakat Relawan Indonesia',Asosiasi atau Organisasi,"Menara 165, lantai 11, Jl. TB. Simatupang Kav. 1, Cilandak Timur, RT.7/RW.6, Cilandak Tim., Kec. Ps. Minggu, Jakarta, Daerah Khusus Ibukota Jakarta 12560",(021) 29406565
151,b'sekretariat jakapala pusat',Organisasi Sukarelawan,0858-9186-4007,None
152,b'quranfiiqolbi',Organisasi Sukarelawan,"Taman Aster Cibitung, Jl. Telaga Asih, Telaga Asih, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17530",0822-9565-7661
153,b'Yayasan Muhtarom Samudera Biru',Yayasan,"Kp. Leles, Desa, RT.03/RW.04, Kasomalang Kulon, Kec. Kasomalang, Kabupaten Subang, Jawa Barat 41287",None
154,b'ACT Bogor Barat',Organisasi Sukarelawan,"Jl. Raya Cibanteng No.155, Cibanteng, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620",0811-8119-554
155,b'IEA BANJAR PATROMAN',Organisasi Sukarelawan,"Jl.Raya Purwanegara - Langgensari lingk.Lembur Balong, RT.003/RW.005, Pataruman, Kec. Banjar, Kota Banjar, Jawa Barat 46323",None
156,b'Sekretariat GPO',Organisasi Sukarelawan,"Sukatani, Kec. Pacet, Kabupaten Cianjur, Jawa Barat 43253",0838-1708-6049
157,b'MIRACLE BUILDING (kantor IAKMI Pusat)',Organisasi Sukarelawan,"QWGG+2PP, Perumnas Klender, Jl. Malaka Raya, RT.12/RW.6, Malaka Sari, Durensawit, East Jakarta City, Jakarta 13460",None
158,b'Jamkeswatch Purwasari',Organisasi Sukarelawan,"Kedungsari, RT.002/RW.004, Cengkong, Kec. Purwasari, Kabupaten Karawang, Jawa Barat 41373",0816-1789-0889
159,b'ORGANISASI RELAWAN DAN BUDAYA',Organisasi Sukarelawan,"Jetis, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",None
160,b'DPP Projo',Organisasi Sukarelawan,"9, Jl. Pancoran Timur Raya No.37, RT.9/RW.8, Pengadegan, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770",(021) 22709235
161,b'Kwarcab Purwakarta',Organisasi Sukarelawan,"Jl. Veteran No.155, Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41118",None
162,b'Peminjaman Inkubator Gratis Depok - Cilodong',Organisasi Sukarelawan,"Kompek Kemang Swatama Residence Blok J no 27, Kalibaru, Cilodong, Depok City, West Java 16413",0812-1999-9797
163,b'Wakil U.R.C / BOCIS',Organisasi Sukarelawan,"FVQX+7GM, Samping desa, Pasir Mukti, Kabupaten Bogor, Jawa Barat 16810",0895-3970-63374
164,b'Padasuka Cibinong Cianjur',Organisasi Sukarelawan,"Cimaskara, Kec. Cibinong, Kabupaten Cianjur, Jawa Barat 43271",None
165,b'Penggiat Alam Terbuka (PAT) CANTIGI',Organisasi Sukarelawan,"5Q45+RJ3, Parungkuda, Kec. Parungkuda, Kabupaten Sukabumi, Jawa Barat 43357",None
166,b'SEKRETARIAT ORARI LOKAL CIANJUR',Organisasi Sukarelawan,"Komplek GGM Panembong, Jl. Ir. H. Juanda No.53, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",None
167,b'Panti Asuhan Al-Ikhwaniyah',Organisasi Sukarelawan,"Balekambang Kramat Jl. Raya Condet No.6, RT.9/RW.2, Jati Padang, Jakarta Timur, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",0851-0038-2484
168,b'Rumah Yatim - Antapani',Organisasi Nonprofit,"Jl. Terusan Jakarta No.241, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291",(022) 7204316
169,b'ASG Networking',Perancang Acara,"Salakuray, Kec. Bayongbong, Kabupaten Garut, Jawa Barat 44162",0813-2388-4019
170,b'Patwal Single Riders',Organisasi Sukarelawan,"Jl. H. Dehir, Jatiluhur, Kec. Jatiasih, Kota Bks, Jawa Barat 17425",0896-6851-1576
171,b'Bank Sampah Dan Tanaman Organik',Organisasi Sukarelawan,"Jl. Sasak Papan No.79, Pasirsari, Cikarang Sel., Kabupaten Bekasi, Jawa Barat 17530",None
