Nomor,Nama,Label,Alamat,Telephone
126,b'Sukarelawan montana',Organisasi Sukarelawan,"7253+WF2, Jl. Kebun Raya Cibodas, Cimacan, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",None
127,b'Mitra GDEC',Organisasi Sukarelawan,"Jl. Telaga Warna III No.22, RT.01/RW.05, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",None
128,b'Relawan Militan Prabowo Sekertariat',Organisasi Sukarelawan,"M8CH+Q75, Jl. Surotokunto, Warungbambu, Kec. Karawang Tim., Kabupaten Karawang, Jawa Barat 41371",None
129,b'Komunitas Peduli Ciliwung',Organisasi Sukarelawan,"Jl. Sempur Kaler No.62, RT.05/RW.01, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",(0251) 8333308
130,b'Sekretariat komunitas KP2C',Organisasi Sukarelawan,"Jl. Bumi Mutiara Blok JI 1 No.17, Bojong Kulur, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16969",0856-0909-0959
131,"b'Volunteer Company Indonesia , Tangerang'",Organisasi Sukarelawan,"Melati mas vista v9/21 Tangerang Selatan , Bsd City, Jelupang, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15323",0821-5653-0600
132,b'MAPALA STACIA UMJ',Organisasi Sukarelawan,"MQW9+GGF, Cireundeu, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15419",(021) 74709328
133,b'GARBI - Gerakan Arah Baru',Organisasi Sukarelawan,"GR9F+F8V, Jl. Raya Jl. Tegar Beriman, Tengah, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16914",0822-1195-5277
134,b'BPPKB BANTEN SEINDONESIA',Organisasi Sukarelawan,"kp.betong ds.gandaria RT.001 RW.003 prov., Mekar Baru, Kec. Mekar Baru, Kabupaten Tangerang, Banten 15550",0856-9181-8887
135,b'MAKO CABANG WIBERA PEJUANG SILIWANGGI INDONESIA',Organisasi Sukarelawan,"Jl. Lkr. Leuwiliang, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640",0878-7220-1746
136,b'Unv - Country Office For Indonesia',Asosiasi atau Organisasi,"Menara Thamrin, Jl. M.H. Thamrin No.3, RT.10/RW.10, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",(021) 29802300
137,b'POSKO TAGANA JAKARTA UTARA',Organisasi Sukarelawan,"Jl. Kramat Jaya Raya No.27, RT.006/RW.1, Tugu Utara, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",None
138,b'Institut Pemberdayaan Masyarakat (IPM)',Organisasi Sukarelawan,"H3MM+JGX, Sindangmulya, Kec. Cibarusah, Kabupaten Bekasi, Jawa Barat 17340",0812-9458-0808
139,b'LP2KP DPW DKI JAKARTA',Organisasi Sukarelawan,"Jl. Raya Prepedan Gg H Komay No.7, RT.11/RW.9, Kamal, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11810",0882-8925-3317
140,b'JARINGAN JOJON SUHENDAR (JJS)',Organisasi Sukarelawan,"Kp. Kubang Asem, RT.007/RW.002, Cikeusal, Kec. Cikeusal, Kabupaten Serang, Banten 72175",None
141,b'JL. KARANGSINOM-TEGALSARI NO.33',Organisasi Sukarelawan,"JCHR+78H, Kp, Jl. Sadang, RT.10/RW.04, Karangsinom, Kec. Tirtamulya, Kabupaten Karawang, Jawa Barat 41372",0888-0999-7732
142,b'KSR PMI Unit UIN Syarif Hidayatullah Jakarta',Organisasi Sukarelawan,"MQV4+C2V, Cemp. Putih, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412",None
143,b'Markas Garda Hijau Puk Spkep Spsi Pt Nok Indonesia',Organisasi Sukarelawan,"Jl. Sulawesi II No.4, Gandamekar, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17530",0813-8831-0653
144,b'Rekrutmen RELAWAN BERAKSI',Organisasi Sukarelawan,"Jl re Martadinata 017/009 no 87, Kabupaten Purwakarta, Jawa Barat 41111",0898-4714-332
145,b'PGRI Cabang Kotabaru',Organisasi Sukarelawan,"HFXJ+H8M, Jl. Raya Kota Baru Karawang, Wancimekar, Kec. Kota Baru, Kabupaten Karawang, Jawa Barat 41374",None
146,b'Karang Taruna Unit RW 012 Kebon Jeruk',Balai masyarakat,"Jl. Budhi II No.1, RT.2/RW.4, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",0877-8150-0180
147,b'Peminjaman Inkubator Gratis Depok - Cilodong',Organisasi Sukarelawan,"Kompek Kemang Swatama Residence Blok J no 27, Kalibaru, Cilodong, Depok City, West Java 16413",0812-1999-9797
148,b'Duriat Pageuh',Organisasi Sukarelawan,"H92P+228, Karanganyar, Kec. Klari, Kabupaten Karawang, Jawa Barat 41371",0853-1115-6837
149,b'Relawan Siaga Condet',Organisasi Nonprofit,"Jl. Raya Condet No.18, RT.5/RW.3, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",None
150,b'baraya cinengah',Organisasi Sukarelawan,"72WP+25X, jl. hanjawar kota bunga, Cibadak, Kec. Sukaresmi, Kabupaten Cianjur, Daerah Khusus Ibukota Jakarta 43253",None
151,b'ACT Bogor Barat',Organisasi Sukarelawan,"Jl. Raya Cibanteng No.155, Cibanteng, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620",0811-8119-554
152,b'ChurChat - Curhat by Chat 24 jam',Organisasi Pelayanan Sosial,"masjid Al-Ittihad, Jl. Kemanggisan ilir Gg. 3, Belakang Deket Gang Zigzag No.30A, RT.004/RW.13, Palmerah, Kec. Palmerah, Daerah Khusus Ibukota Jakarta 11480",None
153,b'Patwal Single Riders',Organisasi Sukarelawan,"Jl. H. Dehir, Jatiluhur, Kec. Jatiasih, Kota Bks, Jawa Barat 17425",0896-6851-1576
154,b'Greenpeace Indonesia',Lembaga Swadaya Masyarakat (LSM),"Mega Plaza Building Lt. 5, Jl. HR. Rasuna Said Kav. C3, RT.3/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",(021) 5212552
155,b'Rumah KBPGB (Keluarga Besar Pendaki Gunung Banten)',Organisasi Sukarelawan,"Linkungan Sayabulu Tower, Jl. Sayabulu, RT.2/RW.7, Kec. Serang, Kota Serang, Banten 42116",None
156,b'Team liwet',Organisasi Sukarelawan,"4W2W+VP2, Sukajaya, Kec. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151",0816-4642-343
157,b'Posko Bencana Bogor Barat',Organisasi Sukarelawan,"FGC6+55M, Jl. Nasional 11, Bunar, Kec. Cigudeg, Kabupaten Bogor, Jawa Barat 16660",None
158,b'Komunitas Sukarelawan Cirebon',Organisasi Sukarelawan,"Gedung Kantor SEB LOGISTICS, Ruko Perum Tirta Plumbon indah, Jl. Raya Plumbon - Palimanan No.KM.11, Gombang, Kabupaten Cirebon, Jawa Barat 45155",0815-6477-8879
159,b'Wakil U.R.C / BOCIS',Organisasi Sukarelawan,"FVQX+7GM, Samping desa, Pasir Mukti, Kabupaten Bogor, Jawa Barat 16810",0895-3970-63374
160,b'Sekretariat tapak rimba',Organisasi Sukarelawan,"Unnamed Road, Nagrak, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152",0895-1909-3767
161,b'Gedung Kwarcab Pramuka Kota Tangerang',Organisasi Sukarelawan,"Jl. Mayjen Sutoyo No.mor 9, RT.002/RW.001, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111",None
162,b'Sekretariat BKM Rahayu',Organisasi Sukarelawan,"JF69+746, Pucung, Kec. Kota Baru, Kabupaten Karawang, Jawa Barat 41374",None
163,b'Save the Children Indonesia',Organisasi Nonprofit,"Jl. Bangka IX No.40AB, RT.1/RW.10, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720",(021) 7824418
164,b'sekretariat jakapala pusat',Organisasi Sukarelawan,0858-9186-4007,None
165,b'SOSIAL LINGKUNGAN INOVASI MANDIRI',Organisasi Sukarelawan,"kp bojongsirna desa, Tj. Karya, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",None
166,b'Posko Pokdarkamtibmas Jajaran 10.19 Polsek Jatiuwung',Organisasi Sukarelawan,"QJX3+JCF, Jl. Empu Sendok Raya, RT.003/RW.003, Cibodas Baru, Kec. Cibodas, Kota Tangerang, Banten 15138",None
167,b'Sekretariat BPKel Ormas Oi Linglung Kota bogor',Organisasi Pelayanan Sosial,"Kp cipaku sukawarna Rt02/10 kel, RT.02/RW.10, Cipaku, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16133",0895-1670-7554
168,b'Rumah Yatim - Kalibata',Organisasi Nonprofit,"Jl. Kalibata Raya No.2 Rawa Jati, Pancoran, RT.10/RW.3, Rawajati, Kec. Pancoran, Jakarta, Daerah Khusus Ibukota Jakarta 12750",(021) 7949328
169,b'Sekretariat GPO',Organisasi Sukarelawan,"Sukatani, Kec. Pacet, Kabupaten Cianjur, Jawa Barat 43253",0838-1708-6049
170,b'Herman Suherman Bupati Cianjur',Organisasi Sukarelawan,"Jl Al Mukhtar No 6 Blk Residence, Desa, RT.002/RW.015, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",None
171,b'Gamers Indonesia',Organisasi Nonprofit,"Jl.Poltangan Raya, Jl. Jaidi, No. 52, RT 03/011, Pejaten Timur, RT.3/RW.11, Pejaten Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",None
172,b'Penggiat Alam Terbuka (PAT) CANTIGI',Organisasi Sukarelawan,"5Q45+RJ3, Parungkuda, Kec. Parungkuda, Kabupaten Sukabumi, Jawa Barat 43357",None
173,b'Bank Sampah Dan Tanaman Organik',Organisasi Sukarelawan,"Jl. Sasak Papan No.79, Pasirsari, Cikarang Sel., Kabupaten Bekasi, Jawa Barat 17530",None
174,b'Jamkeswatch Purwasari',Organisasi Sukarelawan,"Kedungsari, RT.002/RW.004, Cengkong, Kec. Purwasari, Kabupaten Karawang, Jawa Barat 41373",0816-1789-0889
175,b'Komunitas Taufan',Asosiasi atau Organisasi,"Perumahan Cassiavera, Jl. Kayu Manis No.6, RT.2/RW.5, Bale Kambang, Kramat Jati, East Jakarta City, Jakarta 13530",None
176,b'Rumah Yatim - Lebak Bulus',Organisasi Nonprofit,"Jl. Lb. Bulus I No.36, RT.3/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",(021) 40000867
177,b'Independen Pekerja Sosial Profesional Indonesia (IPSPI)',Organisasi Pelayanan Sosial,"Jl. Dewi Sartika No.200, RW.5, Cawang, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",None
178,b'Markas PMI Kabupaten Serang',Organisasi Sukarelawan,"Jl. Jend. Sudirman No.27, Sumurpecung, Kec. Serang, Kota Serang, Banten 42118",(0254) 201657
179,b'Komunitas SBOP ( Sanggar Belajar Orang Pinggiran )',Taman Komunitas,"Jl. Komp. PT. SPS, RT.3/RW.5, Rorotan, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",0895-3173-2340
180,b'SEKRETARIAT ORARI LOKAL CIANJUR',Organisasi Sukarelawan,"Komplek GGM Panembong, Jl. Ir. H. Juanda No.53, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",None
