Nomor,Nama,Label,Alamat,Telephone
135,b'Mako BAGANa',Organisasi Sukarelawan,"93CR+CHH, Gedangan, Salam, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0823-2226-1926
136,b'MRI Kota Salatiga',Organisasi Sukarelawan,"Jl. Purbaya III Jl. Karang Alit No.Perum, Dukuh, Kec. Sidomukti, Kota Salatiga, Jawa Tengah 50722",0857-4019-7928
137,b'sekretariat fastabiqul khairat squad',Organisasi Sukarelawan,"Jl letkol sosro sudiro No.3, RT.02/RW.08, Dusun V, Pliken, Kec. Kembaran, Kabupaten Banyumas, Jawa Tengah 53181",None
138,b'Posko KSR-PMI Unit Unwahas',Organisasi Sukarelawan,"Jl. Menoreh Tengah X No.22, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232",None
139,b'Mako Bandhang (Bangsri Tumandhang)',Organisasi Sukarelawan,"Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0857-0151-0900
140,b'Primapala Boyolali',Organisasi Sukarelawan,"HGM5+QHH, Dusun 4, Ngadirojo, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352",None
141,b'PASERNA / UBALOKA KEBUMEN',Organisasi Sukarelawan,"Jl. Kolonel Sugiono No.1, Keposan, Kebumen, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54311",None
142,b'IDWP',Organisasi Sukarelawan,"RT/RW 002/001, Dukuh Bedog, Dukuh Krajan Kulon, Wates, Kec. Slahung, Kabupaten Ponorogo, Jawa Timur 63463",None
143,b'MAKO DPD PETA JATENG',Organisasi Sukarelawan,"H24R+CJJ, Sungkul, Plumbungan, Kec. Karangmalang, Kabupaten Sragen, Jawa Tengah 57222",0812-2961-5100
144,b'UKM KSR PMI UNISSULA',Organisasi Sukarelawan,"Terboyo Kulon, Kec. Genuk, Kota Semarang, Jawa Tengah 50112",0822-4705-7999
145,b'KSR PMI Unit UNSIQ',Organisasi Sukarelawan,"Markas KSR PMI Unit UNSIQ, Gdg Kemahasiswaan UNSIQ Lt. 2, Jln KH. Hasyim Asy'ari, Kalibeber, Kec. Mojotengah, Kabupaten Wonosobo, Jawa Tengah 50517",0822-3435-5313
146,b'base camp resopala',Organisasi Sukarelawan,"Jl. Wonodri Sendang IV No.1048, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242",None
147,b'Posko Relawan Satgas Sungai Ponorogo',Organisasi Sukarelawan,"Jl. May.Jend. Sutoyo S No.12, Kertosari, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491",None
148,b'Diska tagana',Organisasi Sukarelawan,"4X2H+CVQ, Jl. Syeh Jangkung 1, RT.02/RW.07, Rw. 6, Kayen, Kec. Kayen, Kabupaten Pati, Jawa Tengah 59171",None
