Nomor,Nama,Label,Alamat,Telephone
139,b'Posko Mudik Sp Lem Spsi Puk.kim Jaktim',Organisasi Sukarelawan,"4H72+9M9, Jalan Raya, Dusun Satu, Ambowetan, Ulujami, Pemalang Regency, Central Java 52371",None
140,b'POS AJU KEMALANG',Organisasi Sukarelawan,"Posko aju, Dusun 1, Keputran, Kec. Kemalang, Kabupaten Klaten, Jawa Tengah 57484",None
141,b'KSR PMI Unit VI Universitas Sanata Dharma',Organisasi Sukarelawan,"Student Center Lantai 2, Universitas Sanata Dharma, Jl. Tromol Pos 29, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",None
142,b'PASERNA / UBALOKA KEBUMEN',Organisasi Sukarelawan,"Jl. Kolonel Sugiono No.1, Keposan, Kebumen, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54311",None
143,b'Garangan Adventure Korwil Magelang',Organisasi Sukarelawan,"Jl. Magelang No.20, Ngarancah, Tamanagung, Kec. Muntilan, Kabupaten Magelang, Jawa Tengah 56413",0857-1224-3978
144,b'Relawan TIK Ngawi | RTIK Cabang Ngawi',Organisasi Sukarelawan,"PERUMAHAN MARDIASRI REGENCY NGAWI NO A.35, DS, Glagahan, Beran, Kec. Ngawi, Kabupaten Ngawi, Jawa Timur 63215",0812-5927-7750
145,b'Mako Senkom MP Rembang',Organisasi Sukarelawan,"78VW+J5V, Kutoharjo, Kec. Rembang, Kabupaten Rembang, Jawa Tengah 59211",None
146,b'Kantor Info Cegatan Klaten',Organisasi Sukarelawan,"8JC3+6MH, Kwarsa, Gergunung, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57434",None
147,b'BaseCamp BARET (Bangsri Rescue Team)',Organisasi Sukarelawan,"92JP+GPF, Ngumpeng, Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",None
148,b'Sekertariat IKMK UNY',Organisasi Sukarelawan,"Jl. Karangmalang Blok A No.4, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0899-5129-826
149,b'BAGANA 16X kab Karanganyar',Organisasi Sukarelawan,"93CR+CH3, Jl. Lawu, Gedangan, Salam, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",None
150,"b'RAPI Pandak, Joglo Pinggir Sawah (JPS)'",Organisasi Sukarelawan,"Tirto, Triharjo, Kec. Pandak, Kabupaten Bantul, Daerah Istimewa Yogyakarta",0812-2622-616
151,b'RAPI Lokal Kapanewon Pandak',Organisasi Sukarelawan,"Karangjoho RT 04, Tirto, Triharjo, Kec. Pandak, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55761",None
152,b'MARKAS BESAR DPW 2 BPBN KABUPATEN KEBUMEN',Organisasi Sukarelawan,"Jl. Ronggowarsito No 52a Dk. Saudagaran, RT.03/RW.04, Kedawung, Kec. Pejagoan, Kabupaten Kebumen, Jawa Tengah 54361",None
153,b'Homestay Dindang',Organisasi Sukarelawan,"kenayan 01/29, Sanggrahan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",0813-2895-2880
154,b'Bc Garangan Adventure cabang Grobogan',Organisasi Sukarelawan,"Jl. Kuwu - Galeh No.67, Sengon, Banjarsari, Kec. Kradenan, Kabupaten Grobogan, Jawa Tengah 58182",0813-8002-9050
155,b'Posko Ubaloka Kwarcab Karanganyar',Organisasi Sukarelawan,"Jl. Keleng - Karanganyar, Ngaliyan, Lalung, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",None
156,b'KSR PMI Unit UNY',Organisasi Sukarelawan,"Student Center UNY Lantai 1 Sayap Timur, Jl. Karangmalang, Karangmalang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0816-695-358
157,b'ACT Cabang Sragen',Organisasi Sukarelawan,"GWJJ+6VH, Kebayanan 3, Masaran, Kec. Masaran, Kabupaten Sragen, Jawa Tengah 57282",0813-9011-8911
158,b'Sekretariat Rescue DMC Solo Raya (RDMC)',Organisasi Sukarelawan,"FV36+RRP, Jl. Mojo, Gulon, Plesungan, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57181",0895-3545-32324
159,b'Kampung Tangguh Jogorogi',Organisasi Sukarelawan,"F7J3+6R8, Jegorogo, Jogorogo, Kec. Jogorogo, Kabupaten Ngawi, Jawa Timur 63262",None
160,b'lazisnu tayu kulon',Organisasi Sukarelawan,"F26W+8W3, Tayu Kulon, Kec. Tayu, Kabupaten Pati, Jawa Tengah 59155",None
161,b'Kantor SAR MTA Pusat',Organisasi Sukarelawan,"Jl. Cilosari No.214, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57191",0813-9393-9234
162,b'Indorelawan',Organisasi Nonprofit,"Jl. Panglima Polim V No.60, RT.1/RW.7, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",0811-9777-140
163,b'Persatuan Wanita Olahraga Seluruh Indonesia',Organisasi Sukarelawan,"5WJC+MQR, Jl. Manyar I, Sukorejo, Giritirto, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57611",None
164,b'MAKO KRI BOJONEGORO',Organisasi Sukarelawan,"Peting, Kalirejo, Kec. Ngraho, Kabupaten Bojonegoro, Jawa Timur",0857-3286-2810
165,b'Padepokan GERPIK (Gerakan Peduli Kemanusiaan)',Organisasi Sukarelawan,"Jl. Dukuh Pakis V No.73, Dukuh Pakis, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60225",0817-9358-560
166,b'mdmc - LPB Muhammadiyah Klaten',Organisasi Sukarelawan,"Unnamed Road, Srogo, Mojayan, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57438",0877-3821-8908
167,b'BASECAMP IEA WILAYAH WONOSOBO',Organisasi Sukarelawan,"PW6C+J6J, Mergosari, Menjer, Kec. Garung, Kabupaten Wonosobo, Jawa Tengah",None
168,b'Satelit MDMC Gunungkidul (Muhammadiyah Disaster Management Center)',Organisasi Sukarelawan,"3H3R+FVW, Kemoro Sari II, Piyaman, Kec. Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55851",0818-0939-3773
169,b'BC. Garangan Adventure Cabang PATI',Organisasi Sukarelawan,"Jl. Pemuda No.469, Sarirejo, Kec. Pati, Kabupaten Pati, Jawa Tengah 59118",None
170,b'Saka Bhayangkara Kota Yogyakarta',Organisasi Sukarelawan,"59X6+XRV, Jl. Reksobayan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",None
171,b'Pusdiklat Palang Merah Indonesia Jawa Tengah',Organisasi Pelayanan Sosial,"XF94+R38, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276",None
172,b'Rumah Relawan Ganjar1st Jawa Timur',Organisasi Sukarelawan,"Jalan Kupang Segunting 3/34 RT/RW 04/02, DR. Soetomo, Kec. Tegalsari, Kota SBY, Jawa Timur 60264",0878-5977-9799
173,b'Yayasan Scleroderma Indonesia',Organisasi Sukarelawan,"Perumahan Kaligelang Permai Blok P no. 8, Broji, Kaligelang, Kec. Taman, Kabupaten Pemalang, Jawa Tengah 52361",None
174,b'PMR WIRA SMAMKAR',Organisasi Sukarelawan,"MCV7+VP8, Sersan Sayuti, Dusun I Karang Anyar, Karanganyar, Kec. Karanganyar, Kabupaten Purbalingga, Jawa Tengah 53354",0856-2573-338
175,b'Posko DPD DGP Kab.KEBUMEN (Dulur Ganjar Pranowo KEBUMEN)',Organisasi Sukarelawan,"Jl. Raya Kutoarjo-Kebumen No.44, Kunden, Pekunden, Kec. Kutowinangun, Kabupaten Kebumen, Jawa Tengah 54393",None
176,b'SOSIAL LINGKUNGAN INOVASI MANDIRI',Organisasi Sukarelawan,"kp bojongsirna desa, Tj. Karya, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",None
177,b'MAHAKARTA Search And Rescue of Yogyakarta',Jasa Les Privat,"Jl. Kaliurang, Candi Karang, Sardonoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",None
178,b'Dompet Dhuafa Volunteer Jawa Timur',Organisasi Sukarelawan,"002, Jl. Mleto No.49, RW.06, Klampis Ngasem, Kec. Sukolilo, Kota SBY, Jawa Timur 60117",0812-3986-4770
179,b'SAR Daerah Jawa Tengah - SARDA JATENG',Lembaga Swadaya Masyarakat (LSM),"Jalan Sriwibowo Dalam VI/ Kav.115 RT 004/ RW 005, Kembangarum, Semarang Barat, Kembangarum, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50183",0812-2914-271
180,b'KSR PMI UNIT VII UIN Sunan Kalijaga Yogyakarta',Organisasi Sukarelawan,"Gd. Student Center Lt. Dasar No.1.12 UIN Sunan Kalijaga, Papringan, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",None
181,b'Posko TRC GAMPING',Organisasi Sukarelawan,"6867+47M, Area Sawah, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55264",0877-3952-2698
182,b'Komunitas Relawan Emergensi Kesehatan Indonesia (KREKI)',Organisasi Sukarelawan,"Wisma 76, Letjen S. Parman St No.Kav. 76, RT.4/RW.3, Slipi, Palmerah, West Jakarta City, Jakarta 11410",(021) 25678989
183,b'Mapasadha (Mahasiswa Pecinta Alam Universitas Sanata Dharma',Organisasi Sukarelawan,"Jl. Stm.Mrican No.7500, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0822-7981-4533
184,b'Oi Bengawan Solo',Organisasi Sukarelawan,"Jl. Comal No.5, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57117",0895-1031-6033
